# Gridlock wordlist — WORD<TAB>score<TAB>clue|clue|...
# See PLAN.md 3.1. Lint with: python -m gridlock validate-words

RICE	80	Grain in sushi
RICH	82	Wealthy
RIDE	82	Trip on a bike
RIFT	70	Deep split
RIND	72	Melon's skin
RING	82	Finger jewelry|Phone sound
RINK	74	Skating surface
RIOT	72	Unruly crowd
RIPE	76	Ready to eat
RISE	80	Go up
RISK	80	Chance of loss
ROAD	84	Paved way
ROAM	74	Wander
ROAR	78	Lion's sound
ROBE	76	Bath wrap
ROCK	82	Stone|Music genre
RODE	74	Sat on a horse
ROLE	80	Actor's part
ROLL	78	Dinner bread|Tumble along
ROOF	80	House top
ROOM	82	Space in a house
ROOT	80	Underground plant part
ROPE	80	Thick cord
ROSE	82	Thorny flower
ROSY	74	Cheerfully pink
RUDE	78	Impolite
RUIN	76	Wreck
RULE	80	Regulation
RUNG	72	Ladder step
RUSH	80	Hurry
RUST	76	Old metal's problem
SACK	74	Burlap bag
SAFE	82	Out of danger|Vault
SAGA	74	Long story
SAGE	74	Wise elder|Stuffing herb
SAID	78	Uttered
SAIL	80	Boat's canvas
SAKE	72	For the ___ of argument
SALE	80	Discount event
SALT	82	Pepper's partner
SAME	80	Not different
SAND	82	Beach grains
SANE	74	Of sound mind
SANG	74	Carried a tune
SANK	74	Went under
SAVE	82	Rescue|Keep for later
SCAN	76	Look over quickly
SCAR	74	Healed wound mark
SEAL	78	Arctic swimmer|Close tightly
SEAM	72	Stitched joint
SEAT	80	Chair
SEED	80	Planting start
SEEK	78	Look for
SEEM	76	Appear to be
SEEN	78	Viewed
SELF	78	One's own person
SELL	80	Trade for money
SEND	80	Dispatch
SENT	78	Dispatched
SHED	76	Backyard structure
SHIP	82	Ocean vessel
SHOE	82	Foot cover
SHOP	82	Store
SHOT	78	Basketball attempt
SHOW	82	Display|TV program
SHUT	80	Close firmly
SICK	80	Unwell
SIDE	82	Flank
SIGH	76	Weary breath
SIGN	82	Road marker
SILK	78	Smooth fabric
SILO	72	Grain tower
SING	82	Carry a tune
SINK	80	Kitchen basin|Go under
SITE	78	Web location
SIZE	80	How big it is
SKID	72	Slide on ice
SKIM	74	Read quickly
SKIN	80	Body's cover
SKIP	78	Hop along|Leave out
SLAB	72	Thick slice
SLAM	76	Shut hard
SLAP	74	Open-handed hit
SLED	76	Snow rider
SLIM	76	Thin
SLIP	76	Lose footing
SLOT	76	Coin opening
SLOW	80	Not fast
SLUG	70	Garden crawler
SNAP	78	Quick break|Photo
SNIP	72	Small cut
SNOW	84	Winter fall
SOAK	76	Steep in water
SOAP	80	Bath bar
SOAR	76	Fly high
SOCK	78	Foot cover
SODA	80	Fizzy drink
SOFA	80	Living room seat
SOFT	82	Not hard
SOIL	78	Garden dirt
SOLD	78	Traded for money
SOLE	74	Only|Shoe bottom
SOLO	78	On one's own
SOME	78	A few
SONG	84	Tune with words
SOON	80	Before long
SORE	76	Aching
SORT	78	Arrange by type
SOUL	78	Inner spirit
SOUP	82	Bowl of broth
SOUR	78	Like a lemon
SPAN	74	Bridge stretch
SPIN	78	Whirl
SPOT	80	Small mark|Notice
SPUR	72	Rider's prod
STAR	84	Night twinkler|Celebrity
STAY	80	Remain
STEM	76	Flower stalk
STEP	80	Stair unit
STEW	76	Simmered dish
STIR	78	Mix with a spoon
STOP	84	Halt
STUB	70	Ticket remnant
STUN	72	Shock badly
SUCH	76	Of this kind
SUIT	80	Formal outfit|Deck group
SURE	80	Certain
SURF	76	Ride the waves
SWAN	76	Graceful water bird
SWAP	76	Trade
SWAY	74	Rock side to side
SWIM	82	Do laps
TACK	72	Small nail
TACO	80	Folded shell meal
TAIL	80	Dog's wagger
TAKE	82	Grab hold of
TALE	78	Story
TALK	82	Speak
TALL	82	Not short
TAME	74	Domesticated
TANK	78	Water holder|Armored vehicle
TAPE	78	Sticky roll
TART	74	Sharp to taste|Small pie
TASK	80	Job to do
TEAK	70	Hard tropical wood
TEAL	74	Blue-green shade
TEAM	84	Group of players
TEAR	78	Rip|Eye drop
TEEN	78	Adolescent
TELL	82	Let know
TEND	74	Look after
TENT	80	Camper's shelter
TERM	78	Semester|Word or phrase
TEST	82	Quiz
TEXT	80	Phone message
THAN	76	Comparison word
THAT	76	Not this
THAW	74	Melt out of the freezer
THEM	76	Those people
THEN	78	At that time
THEY	78	Those folks
THIN	80	Slender
THIS	76	Not that
THUD	70	Dull thump
THUS	72	Therefore
TICK	74	Clock sound|Woodland biter
TIDE	78	Ocean's rise and fall
TIDY	78	Neat
TIER	72	Cake level
TILE	78	Bathroom square
TILT	74	Lean over
TIME	84	Clock reading
TINT	72	Slight color
TINY	82	Very small
TIRE	78	Wheel rubber|Grow weary
TOAD	76	Warty hopper
TOIL	72	Hard work
TOLD	78	Let know, in the past
TOLL	74	Bridge fee
TOMB	74	Burial chamber
TONE	76	Sound quality
TOOK	78	Grabbed
TOOL	80	Hammer or wrench
TORE	72	Ripped
TORN	74	Ripped apart
TOSS	78	Light throw
TOUR	78	Sightseeing trip
TOWN	82	Small city
TRAM	72	Streetcar
TRAP	76	Snare
TRAY	78	Serving board
TREE	84	Trunk and branches
TREK	74	Long journey
TRIM	74	Cut back
TRIO	76	Group of three
TRIP	80	Journey|Stumble
TROT	72	Horse's gait
TRUE	82	Not false
TUBA	74	Deep brass horn
TUBE	78	Hollow cylinder
TUCK	74	Fold under
TUNA	80	Sandwich fish
TUNE	80	Melody
TURF	72	Grass patch
TURN	82	Rotate|Your go
TWIG	76	Small branch
TWIN	78	Identical sibling
TYPE	80	Keyboard away|Category
UGLY	76	Not pretty
UNDO	74	Reverse an action
UNIT	76	Single measure
UPON	72	On top of
URGE	76	Strong desire
USED	76	Second hand
USER	76	App customer
VAIN	72	Conceited
VANE	68	Weather pointer
VASE	78	Flower holder
VAST	78	Huge in extent
VEAL	70	Young calf meat
VEIL	74	Bridal cover
VEIN	74	Blood channel
VENT	74	Air outlet
VERB	76	Action word
VERY	80	Extremely
VEST	76	Sleeveless top
VETO	74	Presidential no
VIBE	74	Atmosphere
VICE	72	Bad habit
VIEW	80	Scenic outlook
VINE	78	Grape climber
VISA	74	Travel document
VOID	72	Empty space
VOLT	72	Electrical unit
VOTE	82	Ballot choice
WADE	74	Walk in shallow water
WAGE	76	Weekly pay
WAIT	82	Bide time
WAKE	78	Stop sleeping
WALK	84	Stroll
WALL	82	Room divider
WAND	74	Magician's stick
WANT	80	Desire
WARD	70	Hospital section
WARM	82	Pleasantly hot
WARN	78	Alert to danger
WARP	70	Bend out of shape
WASH	80	Clean with water
WASP	74	Stinging insect
WAVE	82	Ocean swell|Greet with a hand
WAVY	72	Not straight, as hair
WEAK	78	Not strong
WEAR	80	Have on
WEED	76	Garden invader
WEEK	82	Seven days
WEEP	74	Shed tears
WELD	70	Fuse metal
WELL	80	Water source|In good health
WENT	78	Departed
WEPT	72	Cried
WERE	74	Existed, plurally
WEST	82	Sunset direction
WHAT	78	Question word
WHEN	78	At what time
WHIM	72	Passing fancy
WHIP	72	Beat the cream
WHOM	70	Formal object pronoun
WIDE	80	Broad
WIFE	80	Married woman
WILD	80	Untamed
WILL	80	Determination|Legal document
WILT	72	Droop, as a flower
WIND	80	Moving air
WINE	80	Vineyard product
WING	80	Bird's flier
WINK	76	Quick eye signal
WIRE	78	Metal strand
WISE	80	Full of good judgment
WISH	82	Birthday candle thought
WITH	76	Alongside
WOKE	74	Stopped sleeping
WOLF	80	Pack howler
WOOD	80	Lumber
WOOL	78	Sheep's coat
WORD	82	Unit of speech
WORE	74	Had on
WORK	84	Daily labor
WORM	76	Garden wriggler
WORN	74	Used a lot
WRAP	76	Cover in paper
WREN	70	Small songbird
YARD	80	Lawn area
YARN	78	Knitting thread|Long story
YEAR	84	365 days
YELL	80	Shout
YOGA	80	Mat exercise
YOLK	74	Egg's yellow
YOUR	76	Belonging to you
ZEAL	72	Great enthusiasm
ZERO	82	Nothing
ZONE	78	Area with a purpose
ZOOM	78	Move very fast
ABIDE	70	Put up with
ABOUT	80	Concerning
ABOVE	80	Overhead
ACORN	80	Oak's seed
ACTOR	84	Stage performer
ACUTE	74	Sharp, as an angle
ADAPT	76	Adjust to change
ADEPT	72	Highly skilled
ADMIT	78	Confess
ADOBE	74	Sun-dried brick
ADOPT	78	Take in as one's own
ADORE	78	Love deeply
ADULT	80	Grown-up
AFTER	82	Following
AGAIN	82	One more time
AGENT	80	Spy
AGREE	82	Say yes
AHEAD	80	In front
AISLE	78	Supermarket lane
ALARM	80	Morning ringer
ALBUM	82	Photo book|Set of songs
ALERT	80	Watchful
ALIEN	78	Visitor from space
ALIGN	74	Line up
ALIKE	76	The same
ALIVE	80	Living
ALLEY	78	Narrow lane
ALLOW	80	Permit
ALLOY	72	Metal blend
ALOFT	70	High in the air
ALONE	82	By oneself
ALONG	78	Beside
ALOUD	74	Not silently
ALTAR	74	Church front
ALTER	76	Change
AMBER	76	Traffic light color
AMPLE	74	More than enough
AMUSE	76	Entertain
ANGEL	80	Winged helper
ANGER	80	Rage
ANGLE	80	Corner measure
ANGRY	82	Very mad
ANKLE	80	Foot's joint
ANNOY	78	Bother
APART	78	Separated
APPLE	84	Orchard fruit
APPLY	80	Put in a request
APRON	78	Cook's cover
ARENA	80	Sports venue
ARGUE	80	Quarrel
ARISE	74	Get up
ARMOR	76	Knight's suit
AROMA	78	Kitchen scent
ARRAY	74	Ordered display
ARROW	80	Bow's partner
ASIDE	74	Off to one side
ASSET	76	Valuable holding
ATLAS	76	Book of maps
ATTIC	80	Space under the roof
AUDIO	78	Sound part
AUDIT	72	Books review
AVOID	80	Stay away from
AWAIT	74	Wait for
AWAKE	78	Not sleeping
AWARD	80	Trophy
AWARE	78	Conscious of
AWFUL	78	Terrible
BACON	82	Breakfast strips
BADGE	78	Officer's shield
BADLY	76	Poorly
BAGEL	80	Ring-shaped bread
BAKER	78	Bread maker
BALMY	70	Pleasantly mild
BANJO	76	Bluegrass strings
BARGE	72	Canal boat
BASIC	80	Fundamental
BASIL	76	Pesto herb
BASIN	72	Wash bowl
BASIS	74	Underlying support
BATCH	76	Group made at once
BATON	74	Conductor's stick
BEACH	84	Sandy shore
BEARD	80	Chin growth
BEAST	78	Wild creature
BEGAN	78	Started
BEGIN	80	Start
BEING	76	Living creature
BELLY	78	Stomach
BELOW	80	Underneath
BENCH	80	Park seat
BERRY	80	Small juicy fruit
BIRCH	74	White-barked tree
BIRTH	78	Arrival of a baby
BLADE	78	Knife's edge
BLAME	78	Point the finger at
BLAND	74	Lacking flavor
BLANK	78	Empty space
BLAST	76	Explosion
BLAZE	76	Roaring fire
BLEAK	72	Dreary
BLEND	80	Mix smoothly
BLESS	74	Give a benediction
BLIND	78	Unable to see
BLINK	78	Eye flutter
BLISS	74	Perfect joy
BLOCK	80	City square|Stop from passing
BLOND	72	Fair haired
BLOOD	80	Vein fluid
BLOOM	78	Flower opening
BLOWN	72	Puffed away
BLUFF	72	Fake confidence
BLUNT	74	Not sharp
BLUSH	76	Turn red
BOARD	80	Plank|Get on a plane
BOAST	74	Brag
BOOST	76	Give a lift to
BOOTH	76	Diner seat
BORED	78	Restless from dullness
BOUND	74	Tied|Leap
BOXER	76	Ring fighter
BRACE	72	Support beam
BRAID	76	Woven hair
BRAIN	82	Thinking organ
BRAKE	78	Pedal to stop
BRAND	80	Product name
BRASS	74	Trumpet metal
BRAVE	82	Courageous
BREAD	84	Loaf
BREAK	82	Snap in two|Short rest
BREED	74	Raise animals
BRIBE	72	Illicit payment
BRICK	80	Wall unit
BRIDE	80	Wedding star
BRIEF	78	Short
BRING	80	Carry along
BRINK	72	Very edge
BRISK	74	Quick and lively
BROAD	76	Wide
BROIL	72	Cook under high heat
BROKE	76	Out of money
BROOK	74	Small stream
BROOM	80	Sweeping tool
BROTH	76	Clear soup
BROWN	82	Chocolate color
BRUSH	80	Painter's tool
BUGGY	70	Baby carriage
BUILD	80	Construct
BUILT	78	Constructed
BULKY	72	Big and awkward
BUNCH	78	Grapes group
BUNNY	78	Easter hopper
BURST	76	Pop open
BUYER	76	Purchaser
CABIN	80	Log dwelling
CABLE	78	Thick wire
CADET	72	Military trainee
CAMEL	80	Desert humper
CANAL	76	Waterway
CANDY	82	Sweet treat
CANOE	80	Paddled boat
CARGO	76	Ship's freight
CAROL	76	Holiday song
CARRY	80	Tote along
CARVE	76	Cut a turkey
CATCH	82	Grab in the air
CATER	72	Provide the food
CAUSE	80	Reason
CEASE	74	Stop
CEDAR	74	Fragrant wood
CELLO	76	Large string instrument
CHAIN	80	Linked metal
CHAIR	82	Seat with a back
CHALK	78	Blackboard stick
CHAMP	74	Title holder
CHANT	74	Repeated call
CHAOS	78	Total disorder
CHARM	78	Bracelet dangle|Win over
CHART	78	Data picture
CHASE	80	Run after
CHEAP	78	Low in price
CHEAT	76	Break the rules
CHECK	80	Look over|Restaurant bill
CHEEK	78	Face side
CHEER	80	Crowd's shout
CHESS	80	Board game with rooks
CHEST	80	Ribcage area|Treasure box
CHICK	76	Baby bird
CHIEF	78	Top boss
CHILD	82	Youngster
CHILI	78	Spicy stew
CHILL	78	Cool down
CHIME	74	Bell's ring
CHIRP	74	Cricket's sound
CHOIR	78	Singing group
CHOKE	74	Gasp for air
CHORD	74	Guitar strum
CHORE	78	Household task
CHOSE	76	Picked
CHUNK	74	Thick piece
CIDER	78	Fall apple drink
CIGAR	72	Rolled smoke
CIVIL	74	Polite
CLAIM	78	Assert
CLAMP	72	Holding tool
CLASH	74	Conflict
CLASS	82	School group
CLEAN	82	Free of dirt
CLEAR	82	Easy to see through
CLERK	76	Store worker
CLICK	78	Mouse action
CLIFF	78	Steep rock face
CLIMB	80	Go up
CLING	74	Hold tight
CLOAK	72	Long cape
CLOCK	82	Wall timepiece
CLONE	74	Exact copy
CLOSE	82	Shut|Nearby
CLOTH	78	Fabric piece
CLOUD	82	Sky puff
CLOWN	78	Circus jester
COACH	80	Team leader
COAST	80	Shoreline
COBRA	76	Hooded snake
COCOA	78	Hot chocolate
COLON	70	Punctuation pair of dots
COLOR	82	Red or blue
COMET	76	Tailed space rock
COMIC	78	Funny book
CORAL	76	Reef builder
COUCH	80	Living room seat
COUGH	76	Cold symptom
COUNT	80	Tally up
COURT	80	Tennis surface|Legal room
COVER	80	Put a lid on
CRACK	78	Thin split
CRAFT	78	Handmade art
CRANE	76	Tall bird|Construction lifter
CRASH	78	Collision
CRATE	74	Wooden box
CRAVE	74	Long for
CRAWL	78	Move on all fours
CRAZY	78	Wild
CREAM	80	Dairy topping
CREEK	76	Small stream
CREEP	72	Move slowly and quietly
CREST	72	Wave's top
CRIME	80	Law breaking
CRISP	78	Crunchy
CROWD	80	Big gathering
CROWN	80	Royal headwear
CRUDE	72	Rough|Unrefined oil
CRUEL	76	Deliberately unkind
CRUMB	74	Bread bit
CRUSH	78	Squash|Big infatuation
CRUST	78	Pizza edge
CURVE	78	Bend in the road
CYCLE	76	Repeating series
DAILY	80	Every day
DAIRY	78	Milk section
DAISY	80	White petaled flower
DANCE	82	Move to music
DEALT	74	Handed out cards
DEBUT	74	First appearance
DECAY	74	Rot away
DECOR	74	Room styling
DECOY	72	Duck hunter's fake
DELAY	78	Hold up
DELTA	74	River mouth
DENIM	78	Jeans fabric
DENSE	74	Packed tight
DEPTH	76	How deep it goes
DEVIL	74	Horned villain
DIARY	78	Private journal
DIGIT	74	Number symbol|Finger
DINER	78	Roadside eatery
DIRTY	80	Needing a wash
DITCH	74	Roadside trench
DIVER	76	One who goes deep
DIZZY	78	Head spinning
DODGE	76	Duck out of the way
DOING	74	Carrying out
DONOR	74	One who gives
DOUBT	78	Uncertainty
DOUGH	78	Baker's mixture
DOZEN	80	Twelve
DRAFT	76	Rough version|Cold breeze
DRAIN	78	Sink opening
DRAMA	80	Theater genre
DRANK	74	Had a beverage
DRAWN	74	Sketched
DREAD	74	Fear greatly
DREAM	82	Sleep vision
DRESS	80	Frock
DRIED	74	No longer wet
DRIFT	74	Float along
DRILL	78	Boring tool
DRINK	82	Beverage
DRIVE	82	Take the wheel
DROVE	74	Took the wheel, in the past
DROWN	72	Go under for good
DUSTY	76	Needing a wipe
DWARF	72	Fairy tale little one
DWELL	72	Reside
EAGER	80	Keen to start
EAGLE	82	Bald national bird
EARLY	82	Before the hour
EARTH	84	Our planet
EASEL	76	Painter's stand
EATEN	76	Consumed
EBONY	72	Dark wood
EIGHT	82	Spider's leg count
EJECT	72	Force out
ELBOW	80	Arm joint
ELDER	74	Senior
ELECT	76	Vote in
ELITE	74	Top tier
ELOPE	70	Run off to marry
EMPTY	80	Nothing inside
ENACT	70	Make into law
ENEMY	80	Foe
ENJOY	82	Take pleasure in
ENTER	80	Go inside
ENTRY	76	Way in
EQUAL	80	The same as
EQUIP	72	Outfit with gear
ERASE	78	Rub out
ERROR	80	Mistake
ESSAY	78	School composition
EVENT	80	Happening
EVERY	80	Each one
EXACT	78	Precise
EXCEL	74	Do very well
EXILE	72	Forced departure
EXIST	76	Be real
EXTRA	80	Additional
FABLE	76	Moral story
FAINT	76	Pass out|Barely there
FAIRY	78	Tooth collector of lore
FAITH	78	Firm belief
FALSE	78	Untrue
FANCY	78	Elaborate
FATAL	72	Deadly
FAULT	76	Blame|Earthquake line
FAVOR	78	Kind act
FEAST	78	Big meal
FENCE	80	Yard barrier
FERRY	76	Harbor shuttle
FETCH	76	Go get
FEVER	78	High temperature
FEWER	74	Not as many
FIBER	76	Dietary roughage
FIELD	82	Open land
FIERY	74	Blazing
FIFTH	76	After fourth
FIFTY	78	Half a century
FIGHT	80	Brawl
FINAL	80	Last
FINCH	72	Small seed eater
FIRST	82	Number one
FIXED	76	Repaired
FLAIR	72	Natural talent
FLAKE	74	Snow bit
FLAME	80	Candle's tip
FLANK	70	Side of the body
FLARE	74	Signal light
FLASH	78	Quick burst of light
FLASK	72	Lab bottle
FLEET	74	Group of ships
FLESH	72	Body tissue
FLICK	74	Quick snap
FLING	72	Toss hard
FLINT	70	Fire starting stone
FLOAT	78	Stay on the surface
FLOCK	76	Sheep group
FLOOD	78	Overflow of water
FLOOR	80	Room's bottom
FLOUR	80	Baking powder base
FLUID	74	Liquid
FLUSH	74	Toilet action
FLUTE	78	Silver woodwind
FOCUS	80	Sharpen attention
FOGGY	76	Hard to see through
FORCE	80	Push hard
FORGE	72	Blacksmith's shop
FORTH	72	Onward
FORTY	78	Two score
FORUM	74	Discussion board
FOUND	80	Located
FOYER	72	Entry hall
FRAME	78	Picture border
FRANK	74	Blunt and honest
FRAUD	74	Scam
FRESH	82	Just picked
FRIED	78	Cooked in oil
FRONT	80	Ahead part
FROST	78	Window ice
FROTH	72	Foam on a latte
FROWN	78	Opposite of a smile
FROZE	74	Turned to ice
FRUIT	82	Apple or plum
FUDGE	76	Chocolate treat
FULLY	76	Completely
FUNNY	82	Amusing
FUSSY	74	Hard to please
GAUGE	72	Measuring dial
GAVEL	74	Judge's hammer
GECKO	74	Wall-climbing lizard
GEESE	76	Honking flock
GENIE	76	Lamp dweller
GENRE	74	Category of art
GHOST	80	Haunting spirit
GIANT	80	Very large
GIVEN	76	Handed over
GLAND	70	Hormone maker
GLARE	74	Harsh light|Angry look
GLASS	82	Window pane material
GLAZE	74	Doughnut coating
GLEAM	74	Soft shine
GLIDE	76	Move smoothly
GLOBE	80	World model
GLOOM	72	Deep sadness
GLORY	76	Great honor
GLOSS	72	Shiny finish
GLOVE	80	Hand cover
GOING	76	On the way
GOOSE	78	Honking bird
GORGE	72	Deep ravine
GRACE	78	Elegance
GRADE	80	Test score
GRAIN	78	Wheat kernel
GRAND	78	Magnificent
GRANT	76	Funding award
GRAPE	80	Vine fruit
GRAPH	78	Data chart
GRASP	74	Take hold of
GRASS	82	Lawn cover
GRATE	72	Metal grid
GRAVE	74	Very serious|Burial spot
GRAVY	78	Meat sauce
GRAZE	72	Nibble in a pasture
GREAT	82	Excellent
GREED	74	Hunger for more
GREEN	84	Grass color
GREET	78	Say hello to
GRIEF	74	Deep sorrow
GRILL	78	Backyard cooker
GRIND	74	Crush to powder
GROAN	74	Low moan
GROOM	76	Wedding partner|Brush a horse
GROVE	72	Small orchard
GROWL	76	Angry rumble
GUARD	78	Protector
GUESS	80	Rough estimate
GUEST	80	Visitor
GUIDE	80	Tour leader
GUILT	76	Feeling of wrongdoing
HABIT	78	Regular practice
HAIRY	74	Very furry
HANDY	78	Useful
HAPPY	84	Cheerful
HARSH	76	Severe
HASTE	72	Great hurry
HASTY	72	Done too quickly
HATCH	74	Break out of a shell
HAUNT	74	Spook a house
HAVEN	74	Safe place
HAZEL	72	Light brown eye shade
HEARD	78	Listened to
HEART	84	Valentine symbol
HEAVY	82	Weighing a lot
HEDGE	76	Trimmed shrub row
HEFTY	72	Quite weighty
HELLO	82	Greeting
HENCE	70	Therefore
HERON	72	Long-legged wader
HINGE	74	Door pivot
HIPPO	76	River giant
HOBBY	80	Spare time pursuit
HOIST	72	Lift with a rope
HOLLY	74	Christmas greenery
HONEY	82	Bee's product
HONOR	78	Great respect
HORSE	84	Stable dweller
HOTEL	82	Traveler's lodging
HOUND	74	Hunting dog
HOUSE	84	Family dwelling
HOVER	74	Float in place
HUMID	76	Muggy
HUMOR	78	Comic sense
HUNCH	74	Gut feeling
HURRY	80	Move fast
HUSKY	74	Sled dog|Hoarse
HYENA	74	Laughing scavenger
ICING	78	Cake topping
IDEAL	78	Perfect
IDIOM	72	Figure of speech
IGLOO	76	Ice dome
IMAGE	80	Picture
IMPLY	74	Hint at
INDEX	76	Book's back list
INLET	72	Narrow bay
INNER	76	On the inside
INPUT	76	Data fed in
INTRO	74	Opening section
IRATE	72	Furious
IRONY	76	Opposite of what is meant
ISSUE	78	Magazine number|Problem
IVORY	74	Piano key material
JELLY	80	Toast spread
JEWEL	78	Precious stone
JOINT	76	Where bones meet
JOKER	76	Wild card
JOLLY	76	Merry
JUDGE	80	Court official
JUICE	82	Orange drink
JUICY	78	Full of liquid
JUMBO	76	Extra large
JUMPY	72	Nervous
KAYAK	78	Paddled craft
KNACK	72	Special talent
KNEAD	72	Work the dough
KNEEL	74	Go down on a knee
KNIFE	80	Cutting utensil
KNOCK	78	Rap on a door
KNOWN	76	Familiar
KOALA	78	Eucalyptus muncher
LABEL	78	Jar sticker
LABOR	76	Hard work
LADLE	74	Soup server
LAGER	74	Light beer
LANCE	70	Knight's spear
LAPSE	72	Slip in attention
LARGE	82	Big
LASER	80	Focused beam
LASSO	74	Cowboy's rope
LATCH	74	Gate fastener
LATER	80	Afterward
LATTE	78	Coffee with milk
LAUGH	82	React to a joke
LAYER	78	Cake tier
LEAFY	74	Full of greenery
LEARN	82	Take in knowledge
LEASE	74	Rental contract
LEASH	76	Dog walker's strap
LEAST	78	Smallest amount
LEAVE	80	Depart
LEDGE	74	Narrow shelf
LEGAL	78	Within the law
LEMON	82	Sour citrus
LEVEL	80	Flat and even
LEVER	74	Pry bar
LIGHT	84	Not heavy|Lamp glow
LILAC	76	Purple blossom
LIMIT	78	Boundary
LINEN	74	Bed fabric
LIVER	74	Body's filter
LLAMA	76	Andean pack animal
LOBBY	76	Hotel entrance
LOCAL	78	Nearby
LODGE	74	Ski cabin
LOFTY	72	High up
LOGIC	78	Reasoning
LOOSE	78	Not tight
LOSER	74	One who did not win
LOTUS	72	Water lily
LOVER	74	Sweetheart
LOWER	78	Bring down
LOYAL	80	Faithful
LUCKY	82	Fortunate
LUNAR	76	Of the moon
LUNCH	82	Midday meal
LYRIC	74	Song's words
MAGIC	82	Wand work
MAGMA	74	Molten rock
MAJOR	78	Very important
MAKER	76	Creator
MANGO	78	Tropical fruit
MANIA	70	Wild craze
MANOR	72	Country estate
MAPLE	80	Syrup tree
MARCH	80	Parade step|Spring month
MARSH	74	Boggy ground
MASON	72	Bricklayer
MATCH	80	Equal pair|Fire stick
MAYBE	80	Perhaps
MAYOR	78	City leader
MEDAL	78	Winner's award
MEDIA	76	Press
MELON	80	Cantaloupe or honeydew
MERCY	74	Compassion
MERGE	76	Join together
MERIT	74	Worthiness
MERRY	76	Full of cheer
METAL	80	Iron or tin
METER	76	Parking timer
MIDST	70	In the middle of
MIGHT	78	Power|Perhaps will
MIMIC	74	Copy the actions of
MINCE	70	Chop finely
MINER	74	Underground worker
MINOR	76	Not major
MINUS	78	Take away
MIXER	74	Kitchen whirrer
MODEL	80	Fashion poser|Small replica
MOIST	74	Slightly damp
MOLAR	72	Back tooth
MONEY	84	Cash and coins
MONTH	82	Calendar unit
MOODY	74	Given to sulking
MORAL	76	Story's lesson
MOTEL	76	Roadside inn
MOTIF	70	Recurring theme
MOTOR	78	Engine
MOTTO	74	Guiding saying
MOUND	74	Pitcher's hill
MOUNT	74	Climb up
MOUSE	82	Computer clicker|Cheese nibbler
MOUTH	82	Where food goes in
MOVIE	84	Film
MOWER	74	Lawn cutter
MUDDY	76	Covered in muck
MUNCH	74	Snack away
MURAL	74	Wall painting
MUSIC	84	Melodies and songs
NAIVE	72	Innocently trusting
NAKED	72	Bare
NASTY	76	Very unpleasant
NAVAL	70	Of the fleet
NERVE	76	Body's signal wire|Boldness
NEVER	80	Not once
NEWLY	74	Just recently
NICHE	72	Small nook
NIECE	78	Brother's daughter
NIGHT	84	After dusk
NINJA	76	Stealthy warrior
NINTH	74	After eighth
NOBLE	76	High minded
NOISE	80	Loud sound
NOISY	78	Full of racket
NOMAD	72	Wanderer
NORTH	82	Compass point
NOTCH	72	Small cut
NOVEL	78	Long story|Brand new
NURSE	80	Hospital carer
NUTTY	74	Full of almonds
NYLON	74	Synthetic fabric
OASIS	76	Desert refuge
OCCUR	74	Take place
OCEAN	84	Vast blue expanse
ODDLY	72	Strangely
OFFER	80	Propose
OFTEN	80	Frequently
OLIVE	80	Martini garnish
ONION	80	Layered bulb
ONSET	72	Beginning
OPERA	78	Sung drama
ORBIT	78	Path around a planet
ORDER	80	Restaurant request
ORGAN	78	Church instrument|Heart or liver
OTHER	78	The remaining one
OTTER	78	Playful river swimmer
OUNCE	74	Sixteenth of a pound
OUTER	76	On the outside
OWNER	78	One who holds the deed
OZONE	72	Protective layer
PAINT	82	Wall coating
PANEL	76	Discussion group
PANIC	78	Sudden fright
PAPER	82	Newsprint
PARKA	74	Hooded coat
PARTY	82	Celebration
PASTA	82	Noodles
PASTE	76	Glue
PATCH	76	Cloth repair
PATIO	78	Backyard paving
PAUSE	78	Brief stop
PEACE	82	Calm and quiet
PEACH	82	Fuzzy fruit
PEARL	80	Oyster gem
PEDAL	76	Bike pusher
PENNY	80	Copper coin
PERCH	74	Bird's rest
PERIL	72	Grave danger
PETAL	78	Flower part
PETTY	74	Small minded
PHASE	76	Stage of the moon
PHONE	82	Pocket caller
PHOTO	82	Snapshot
PIANO	84	Eighty-eight keys
PIECE	80	Portion
PILOT	80	Cockpit boss
PINCH	76	Squeeze between fingers
PITCH	78	Throw|Sales talk
PIVOT	72	Turn on a point
PIXEL	76	Screen dot
PIZZA	84	Pie with toppings
PLACE	82	Location
PLAID	74	Tartan pattern
PLAIN	78	Simple|Flat grassland
PLANE	82	Jet
PLANK	72	Long board
PLANT	82	Green grower
PLATE	80	Dinner dish
PLAZA	74	Public square
PLEAD	74	Beg
PLUCK	72	Pull out|Courage
PLUMP	74	Nicely rounded
PLUSH	74	Soft and rich
POINT	82	Sharp end|Score unit
POLAR	76	Of the frozen ends
POLKA	72	Lively dance|Dot pattern
PORCH	78	Front step cover
POUCH	74	Small bag
POUND	78	Sixteen ounces
POWER	82	Strength
PRANK	76	Practical joke
PRESS	78	Push down|The papers
PRICE	82	Cost
PRIDE	78	Lion group|Self respect
PRIME	76	Best quality
PRINT	78	Put on paper
PRIOR	72	Earlier
PRISM	74	Light splitter
PRIZE	80	Award
PROBE	72	Investigate
PRONE	70	Likely to
PROOF	76	Evidence
